what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.core,3.7.0.v_B61,"org.eclipse.jdt.core",1318336156546
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1318336156546
started,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1318336156546
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1318336156547
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1318336156547
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1318336156547
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1318336156547
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1318336156547
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1318336156547
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1318336156548
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1318336156548
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1318336156548
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1318336156548
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1318336156548
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1318336156548
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1318336156548
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1318336156548
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1318336156548
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1318336156548
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1318336156548
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1318336156548
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1318336156548
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1318336156549
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1318336156549
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1318336156549
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1318336156549
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1318336156549
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1318336156549
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1318336156549
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1318336156549
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1318336156549
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1318336156549
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1318336156549
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1318336156549
started,bundle,org.eclipse.uml2.common.edit,1.5.0.v201005031530,"org.eclipse.uml2.common.edit",1318336156558
started,bundle,org.eclipse.uml2.uml,3.2.0.v201105231350,"org.eclipse.uml2.uml",1318336156558
started,bundle,org.eclipse.uml2.uml.edit,3.1.100.v201009281840,"org.eclipse.uml2.uml.edit",1318336156558
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1318336156559
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1318336156559
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1318336156559
started,bundle,org.eclipse.emf.facet.widgets.nattable,0.1.0.v201106070935,"org.eclipse.emf.facet.widgets.nattable",1318336156559
started,bundle,org.eclipse.m2m.atl.adt.ui,3.2.0.v20110606-0750,"org.eclipse.m2m.atl.adt.ui",1318336156559
started,bundle,org.eclipse.papyrus.diagram.common,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.common",1318336156559
started,bundle,org.eclipse.papyrus.diagram.component,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.component",1318336156559
started,bundle,org.eclipse.papyrus.diagram.composite,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.composite",1318336156559
started,bundle,org.eclipse.papyrus.diagram.deployment,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.deployment",1318336156559
started,bundle,org.eclipse.papyrus.diagram.menu,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.menu",1318336156559
started,bundle,org.eclipse.papyrus.log,0.8.0.v201106151827,"org.eclipse.papyrus.log",1318336156560
started,bundle,org.eclipse.papyrus.modelexplorer,0.8.0.v201106151827,"org.eclipse.papyrus.modelexplorer",1318336156560
started,bundle,org.eclipse.papyrus.preferences,0.8.0.v201106151827,"org.eclipse.papyrus.preferences",1318336156560
started,bundle,org.eclipse.papyrus.sysml.modelexplorer,0.8.0.v201106151827,"org.eclipse.papyrus.sysml.modelexplorer",1318336156560
started,bundle,org.eclipse.papyrus.table.menu,0.8.0.v201106151827,"org.eclipse.papyrus.table.menu",1318336156560
started,bundle,org.eclipse.papyrus.ui.perspectiveconfiguration,0.8.0.v201106151827,"org.eclipse.papyrus.ui.perspectiveconfiguration",1318336156560
started,bundle,org.eclipse.papyrus.uml.menu,0.8.0.v201106151827,"org.eclipse.papyrus.uml.menu",1318336156560
started,bundle,org.eclipse.xtext.gmf.glue,0.8.0.v201106151827,"org.eclipse.xtext.gmf.glue",1318336156560
os,sysinfo,,,"linux",1318336156564
arch,sysinfo,,,"x86",1318336156564
ws,sysinfo,,,"gtk",1318336156564
locale,sysinfo,,,"fr_FR",1318336156564
processors,sysinfo,,,"2",1318336156565
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1318336156565
java.runtime.version,sysinfo,,,"1.6.0_24-b07",1318336156565
java.specification.name,sysinfo,,,"Java Platform API Specification",1318336156565
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1318336156565
java.specification.version,sysinfo,,,"1.6",1318336156565
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1318336156565
java.version,sysinfo,,,"1.6.0_24",1318336156565
java.vm.info,sysinfo,,,"mixed mode, sharing",1318336156565
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1318336156565
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1318336156565
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1318336156565
java.vm.specification.version,sysinfo,,,"1.0",1318336156565
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1318336156565
java.vm.version,sysinfo,,,"19.1-b02",1318336156565
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1318336166210
started,bundle,org.eclipse.papyrus.core,0.8.0.v201106151827,"org.eclipse.papyrus.core",1318336166252
started,bundle,org.eclipse.papyrus.sysml.table.allocation,0.8.0.v201106151827,"org.eclipse.papyrus.sysml.table.allocation",1318336166260
started,bundle,org.eclipse.papyrus.table.common,0.8.0.v201106151827,"org.eclipse.papyrus.table.common",1318336166264
started,bundle,org.eclipse.emf.facet.widgets.nattable.instance,0.1.0.v201106070935,"org.eclipse.emf.facet.widgets.nattable.instance",1318336166277
started,bundle,org.eclipse.papyrus.sysml.table.requirement,0.8.0.v201106151827,"org.eclipse.papyrus.sysml.table.requirement",1318336166280
started,bundle,org.eclipse.gef,3.7.0.v20110407-2050,"org.eclipse.gef",1318336166316
started,bundle,org.eclipse.gmf.runtime.emf.type.core,1.4.0.v20100423-2359,"org.eclipse.gmf.runtime.emf.type.core",1318336166339
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.I20110201-0800,"org.eclipse.ui.views.properties.tabbed",1318336166354
started,bundle,org.eclipse.gmf.runtime.notation,1.5.0.v20110309-2159,"org.eclipse.gmf.runtime.notation",1318336166496
started,bundle,org.eclipse.papyrus.sasheditor,0.8.0.v201106151827,"org.eclipse.papyrus.sasheditor",1318336166502
started,bundle,org.eclipse.papyrus.editor,0.8.0.v201106151827,"org.eclipse.papyrus.editor",1318336166502
started,bundle,org.eclipse.gmf.runtime.diagram.ui.actions,1.4.1.v20101221-2230,"org.eclipse.gmf.runtime.diagram.ui.actions",1318336166567
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1318336166603
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1318336166617
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318336186152
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1318336197045
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318336197066
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318336200315
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1318336200919
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1318336200926
started,bundle,org.eclipse.papyrus.sasheditor.di,0.8.0.v201106151827,"org.eclipse.papyrus.sasheditor.di",1318336201001
started,bundle,org.eclipse.papyrus.core.adaptor.gmf,0.8.0.v201106151827,"org.eclipse.papyrus.core.adaptor.gmf",1318336201019
started,bundle,org.eclipse.draw2d,3.7.0.v20110425-2050,"org.eclipse.draw2d",1318336201060
started,bundle,org.eclipse.ui.navigator,3.5.100.I20110524-0800,"org.eclipse.ui.navigator",1318336201128
started,bundle,org.eclipse.emf.workspace,1.4.0.v20100224-1706,"org.eclipse.emf.workspace",1318336201144
started,bundle,org.eclipse.gmf.runtime.emf.commands.core,1.4.0.v20100423-2359,"org.eclipse.gmf.runtime.emf.commands.core",1318336201145
started,bundle,org.eclipse.papyrus.validation,0.8.0.v201106151827,"org.eclipse.papyrus.validation",1318336201146
started,bundle,org.eclipse.emf.ecore.change,2.7.0.v20110408-2116,"org.eclipse.emf.ecore.change",1318336201161
started,bundle,org.eclipse.papyrus.sysml.service.types,0.8.0.v201106151827,"org.eclipse.papyrus.sysml.service.types",1318336201190
started,bundle,org.eclipse.papyrus.uml.service.types,0.8.0.v201106151827,"org.eclipse.papyrus.uml.service.types",1318336201255
started,bundle,org.eclipse.papyrus.sysml,0.8.0.v201106151827,"org.eclipse.papyrus.sysml",1318336201284
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1318336201544
stopped,bundle,org.eclipse.emf.eef.codegen.ecore,1.0.0.v20110608-0819,"org.eclipse.emf.eef.codegen.ecore",1318336201544
stopped,bundle,org.eclipse.emf.eef.codegen,1.0.0.v20110608-0819,"org.eclipse.emf.eef.codegen",1318336201544
stopped,bundle,org.eclipse.mylyn.pde.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.pde.ui",1318336201544
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.300.v20110523-1600,"org.eclipse.pde.api.tools.ui",1318336201545
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20110516,"org.eclipse.pde.ds.ui",1318336201545
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20110508,"org.eclipse.pde.runtime",1318336201545
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20110516,"org.eclipse.pde.ua.ui",1318336201545
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.v20110516,"org.eclipse.pde.ui.templates",1318336201545
stopped,bundle,org.eclipse.papyrus.collaborationuse.editor.xtext.ui,0.8.0.v201106151827,"org.eclipse.papyrus.collaborationuse.editor.xtext.ui",1318336201545
stopped,bundle,org.eclipse.papyrus.diagram.activity,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.activity",1318336201545
stopped,bundle,org.eclipse.papyrus.properties.notation,0.8.0.v201106151827,"org.eclipse.papyrus.properties.notation",1318336201545
stopped,bundle,org.eclipse.papyrus.properties.sysml,0.8.0.v201106151827,"org.eclipse.papyrus.properties.sysml",1318336201545
stopped,bundle,org.eclipse.papyrus.properties.table,0.8.0.v201106151827,"org.eclipse.papyrus.properties.table",1318336201545
stopped,bundle,org.eclipse.papyrus.properties.uml,0.8.0.v201106151827,"org.eclipse.papyrus.properties.uml",1318336201545
stopped,bundle,org.eclipse.papyrus.sysml.table.allocation,0.8.0.v201106151827,"org.eclipse.papyrus.sysml.table.allocation",1318336201546
stopped,bundle,org.eclipse.papyrus.sysml.table.requirement,0.8.0.v201106151827,"org.eclipse.papyrus.sysml.table.requirement",1318336201546
stopped,bundle,org.eclipse.papyrus.table.menu,0.8.0.v201106151827,"org.eclipse.papyrus.table.menu",1318336201549
stopped,bundle,org.eclipse.papyrus.table.default,0.8.0.v201106151827,"org.eclipse.papyrus.table.default",1318336201549
stopped,bundle,org.eclipse.papyrus.table.common,0.8.0.v201106151827,"org.eclipse.papyrus.table.common",1318336201549
stopped,bundle,org.eclipse.papyrus.widgets.gmf,0.8.0.v201106151827,"org.eclipse.papyrus.widgets.gmf",1318336201549
stopped,bundle,org.eclipse.papyrus.properties,0.8.0.v201106151827,"org.eclipse.papyrus.properties",1318336201549
stopped,bundle,org.eclipse.papyrus.sysml.diagram.blockdefinition,0.8.0.v201106151827,"org.eclipse.papyrus.sysml.diagram.blockdefinition",1318336201550
stopped,bundle,org.eclipse.papyrus.sysml.diagram.ui,0.8.0.v201106151827,"org.eclipse.papyrus.sysml.diagram.ui",1318336201550
stopped,bundle,org.eclipse.papyrus.sysml.modelexplorer,0.8.0.v201106151827,"org.eclipse.papyrus.sysml.modelexplorer",1318336201550
stopped,bundle,org.eclipse.papyrus.sysml.diagram.common,0.8.0.v201106151827,"org.eclipse.papyrus.sysml.diagram.common",1318336201550
stopped,bundle,org.eclipse.papyrus.sysml.diagram.requirement,0.8.0.v201106151827,"org.eclipse.papyrus.sysml.diagram.requirement",1318336201550
stopped,bundle,org.eclipse.papyrus.uml.diagram.pkg,0.8.0.v201106151827,"org.eclipse.papyrus.uml.diagram.pkg",1318336201550
stopped,bundle,org.eclipse.papyrus.diagram.clazz,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.clazz",1318336201553
stopped,bundle,org.eclipse.papyrus.diagram.common.groups,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.common.groups",1318336201553
stopped,bundle,org.eclipse.papyrus.diagram.communication,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.communication",1318336201553
stopped,bundle,org.eclipse.papyrus.diagram.component,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.component",1318336201553
stopped,bundle,org.eclipse.papyrus.sysml.diagram.internalblock,0.8.0.v201106151827,"org.eclipse.papyrus.sysml.diagram.internalblock",1318336201553
stopped,bundle,org.eclipse.papyrus.diagram.composite,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.composite",1318336201553
stopped,bundle,org.eclipse.papyrus.diagram.deployment,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.deployment",1318336201555
stopped,bundle,org.eclipse.papyrus.diagram.menu,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.menu",1318336201555
stopped,bundle,org.eclipse.papyrus.diagram.profile,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.profile",1318336201555
stopped,bundle,org.eclipse.papyrus.diagram.sequence,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.sequence",1318336201555
stopped,bundle,org.eclipse.papyrus.diagram.statemachine,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.statemachine",1318336201556
stopped,bundle,org.eclipse.papyrus.diagram.usecase,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.usecase",1318336201556
stopped,bundle,org.eclipse.papyrus.profile,0.8.0.v201106151827,"org.eclipse.papyrus.profile",1318336201556
stopped,bundle,org.eclipse.papyrus.properties.tabbed.profile,0.8.0.v201106151827,"org.eclipse.papyrus.properties.tabbed.profile",1318336201556
stopped,bundle,org.eclipse.papyrus.sysml.diagram.parametric,0.8.0.v201106151827,"org.eclipse.papyrus.sysml.diagram.parametric",1318336201556
stopped,bundle,org.eclipse.papyrus.tabbedproperties.appearance,0.8.0.v201106151827,"org.eclipse.papyrus.tabbedproperties.appearance",1318336201556
stopped,bundle,org.eclipse.papyrus.sysml.service.types,0.8.0.v201106151827,"org.eclipse.papyrus.sysml.service.types",1318336201556
stopped,bundle,org.eclipse.papyrus.uml.modelexplorer,0.8.0.v201106151827,"org.eclipse.papyrus.uml.modelexplorer",1318336201556
stopped,bundle,org.eclipse.papyrus.uml.service.types,0.8.0.v201106151827,"org.eclipse.papyrus.uml.service.types",1318336201556
stopped,bundle,org.eclipse.papyrus.diagram.common,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.common",1318336201556
stopped,bundle,org.eclipse.papyrus.paletteconfiguration.customization,0.8.0.v201106151827,"org.eclipse.papyrus.paletteconfiguration.customization",1318336201556
stopped,bundle,org.eclipse.papyrus.paletteconfiguration.edit,0.8.0.v201106151827,"org.eclipse.papyrus.paletteconfiguration.edit",1318336201556
stopped,bundle,org.eclipse.papyrus.paletteconfiguration,0.8.0.v201106151827,"org.eclipse.papyrus.paletteconfiguration",1318336201556
stopped,bundle,org.eclipse.xtext.xtext.ui,2.0.0.v201106070531,"org.eclipse.xtext.xtext.ui",1318336201556
stopped,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1318336201556
stopped,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1318336201556
stopped,bundle,org.eclipse.ant.launching,1.0.100.v20110506,"org.eclipse.ant.launching",1318336201556
stopped,bundle,org.eclipse.egit.ui,1.0.0.201106090707-r,"org.eclipse.egit.ui",1318336201556
stopped,bundle,org.eclipse.emf.compare.ui,1.2.0.v20110607-2028,"org.eclipse.emf.compare.ui",1318336201556
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1318336201556
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1318336201557
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1318336201557
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1318336201557
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1318336201557
stopped,bundle,org.eclipse.acceleo.compatibility.ui,3.1.0.v20110607-0602,"org.eclipse.acceleo.compatibility.ui",1318336201557
stopped,bundle,org.eclipse.acceleo.ide.ui,3.1.0.v20110607-0602,"org.eclipse.acceleo.ide.ui",1318336201557
stopped,bundle,org.eclipse.xpand.ui,1.0.1.v201106070515,"org.eclipse.xpand.ui",1318336201557
stopped,bundle,org.eclipse.emf.generic.editor,1.0.0.v201106070515,"org.eclipse.emf.generic.editor",1318336201557
stopped,bundle,org.eclipse.xtend.check.ui,1.0.1.v201106070515,"org.eclipse.xtend.check.ui",1318336201557
stopped,bundle,org.eclipse.xtend.typesystem.emf.ui,1.0.1.v201106070515,"org.eclipse.xtend.typesystem.emf.ui",1318336201557
stopped,bundle,org.eclipse.xtend.typesystem.uml2.ui,1.0.1.v201106070515,"org.eclipse.xtend.typesystem.uml2.ui",1318336201557
stopped,bundle,org.eclipse.xtend.typesystem.xsd.ui,1.0.1.v201106070515,"org.eclipse.xtend.typesystem.xsd.ui",1318336201557
stopped,bundle,org.eclipse.xtend.ui,1.0.1.v201106070515,"org.eclipse.xtend.ui",1318336201557
stopped,bundle,org.eclipse.xtend.shared.ui,1.0.1.v201106070515,"org.eclipse.xtend.shared.ui",1318336201557
stopped,bundle,org.eclipse.emf.mwe.ui,1.1.0.v201106070424,"org.eclipse.emf.mwe.ui",1318336201557
stopped,bundle,org.eclipse.papyrus.collaborationuse.editor.xtext,0.8.0.v201106151827,"org.eclipse.papyrus.collaborationuse.editor.xtext",1318336201557
stopped,bundle,org.eclipse.papyrus.parameter.editor.xtext.ui,0.8.0.v201106151827,"org.eclipse.papyrus.parameter.editor.xtext.ui",1318336201557
stopped,bundle,org.eclipse.papyrus.common.editor.xtext.ui,0.8.0.v201106151827,"org.eclipse.papyrus.common.editor.xtext.ui",1318336201557
stopped,bundle,org.eclipse.papyrus.parameter.editor.xtext,0.8.0.v201106151827,"org.eclipse.papyrus.parameter.editor.xtext",1318336201557
stopped,bundle,org.eclipse.papyrus.common.editor.xtext,0.8.0.v201106151827,"org.eclipse.papyrus.common.editor.xtext",1318336201557
stopped,bundle,org.eclipse.papyrus.connectionpointreference.editor.xtext.ui,0.8.0.v201106151827,"org.eclipse.papyrus.connectionpointreference.editor.xtext.ui",1318336201557
